movie_id,title,overview,genres,keywords,cast
7552,Fun with Dick and Jane,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",['Comedy'],"['based on novel', 'desperation', 'robber', 'hold-up robbery', 'remake', 'suburbia', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']","['Jim Carrey', 'Téa Leoni', 'Alec Baldwin']"
616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","['Drama', 'Action', 'War', 'History']","['japan', 'war crimes', 'sense of guilt', 'swordplay', 'general', 'samurai', 'war veteran', 'katana', 'sword', 'arms deal', 'homeland', 'emperor', 'language barrier', 'self-discovery', 'mountain village', 'foreign legion', 'mercenary', 'campaign', 'commercial agreement', 'insurgence', 'leader', 'war strategy', 'gettysburg', 'loss of husband', 'slaughter', 'soldier', 'alcoholic', 'u.s. soldier', 'japanese army', '19th century', 'war trauma']","['Tom Cruise', 'Ken Watanabe', 'William Atherton']"
147441,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","['Adventure', 'Drama', 'Action']","['moses', 'bible', 'ancient egypt', '3d', 'ramses']","['Christian Bale', 'Joel Edgerton', 'John Turturro']"
13475,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.","['Science Fiction', 'Action', 'Adventure']","['spacecraft', 'teleportation', 'space mission', 'parachute', 'time travel', 'black hole', 'supernova', 'prequel', 'warp speed', 'futuristic', 'warp engine', 'romulans', 'outer space', 'vulcan', 'alternate reality', 'space opera', 'reboot']","['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy']"
557,Spider-Man,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.","['Fantasy', 'Action']","['loss of lover', 'spider', 'thanksgiving', 'bad boss', 'hostility', 'marvel comic', 'superhero', 'pokies', 'evil', 'reference to superman', 'goblin']","['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst']"
82702,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['father son relationship', 'wife husband relationship', 'sacrifice', 'viking', 'sequel', 'rescue', 'dragon', 'mother son relationship', 'death of husband', 'warrior', '3d']","['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig']"
205584,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,['Fantasy'],"['egypt', 'underworld', 'fight', 'mythology', 'nile', 'war', 'thief', 'rescue', 'desert', 'gods', 'egyptian mythology', 'egyptian', 'myth']","['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler']"
10048,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",['Action'],"['artificial intelligence', 'u.s. navy', 'aftercreditsstinger']","['Josh Lucas', 'Jessica Biel', 'Jamie Foxx']"
13183,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.","['Action', 'Mystery', 'Science Fiction']","['dc comics', 'secret identity', 'mass murder', 'retirement', 'based on comic book', 'conspiracy', 'nuclear war', 'doomsday', 'soviet', 'masked vigilante', 'doomsday clock', 'red square', 'death of superhero', 'american president', '1980s']","['Malin Åkerman', 'Billy Crudup', 'Carla Gugino']"
944,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['lapd', 'house on fire', 'revolver']","['Mel Gibson', 'Danny Glover', 'Joe Pesci']"
1927,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.","['Drama', 'Action', 'Science Fiction']","['california', 'san francisco', 'monster', 'general', 'gun', 'dna', 'mutation', 'psychology', 'berkeley', 'transformation', 'frog', 'president', 'marvel comic', 'superhero', 'golden gate bridge', 'doctor', 'fear', 'scientist', 'dog', 'desert', 'anger', 'mirror', 'phone', 'military', 'cell', 'hulk', 'superhuman strength', 'repressed memory', 'repression']","['Eric Bana', 'Jennifer Connelly', 'Sam Elliott']"
72559,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","['Adventure', 'Action', 'Science Fiction', 'Thriller']","['terror', 'assassin', 'secret', 'technology', 'missile', 'warhead', 'president', 'rescue', 'conspiracy', 'explosion', 'battle', 'surveillance', 'cobra']","['Dwayne Johnson', 'D.J. Cotrona', 'Adrianne Palicki']"
7364,Sahara,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.","['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['tyrant', 'ironclad ship']","['Matthew McConaughey', 'Penélope Cruz', 'Steve Zahn']"
2114,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.","['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']","['battle assignment', 'dystopia', 'alien', 'downfall', 'scientist', 'based on video game']","['Donald Sutherland', 'Ming-Na Wen', 'Alec Baldwin']"
1771,Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","['Action', 'Adventure', 'Science Fiction']","['new york', 'usa', 'world war ii', 'nazis', 'marvel comic', 'superhero', 'based on comic book', 'nazi germany', 'period drama', 'brooklyn new york city', 'captain america', 'aftercreditsstinger', 'marvel cinematic universe', '3d']","['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jones']"
36643,The World Is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","['Adventure', 'Action', 'Thriller']","['british', 'mission', 'oil', 'heiress', 'bilbao spain', 'british secret service']","['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']"
8619,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",['Adventure'],"['naturalist', 'frigate', 'self surgery', 'sea battle', 'weevil']","['Russell Crowe', 'Paul Bettany', ""James D'Arcy""]"
50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","['Adventure', 'Fantasy', 'Drama', 'Romance']","['vampire', 'romance', 'villainess', 'super strength', 'imprinting', 'cross breed', 'bloodsucker', 'grudge', 'vampire vs vampire', 'chief of police', 'dhampir', 'forks washington', 'wolf pack', 'misinformation', 'seeing the future', 'fang vamp']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']"
65759,Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.","['Animation', 'Comedy', 'Family']","['penguin', 'musical', 'aftercreditsstinger', '3d']","['Elijah Wood', 'Robin Williams', 'Pink']"
1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.","['Science Fiction', 'Action', 'Adventure']","['new york', 'rio de janeiro', 'marvel comic', 'superhero', 'based on comic book', 'on the run', 'fugitive', 'super soldier', 'tony stark', 'virginia', 'military', 'hulk', 'marvel cinematic universe', 'angry', 'bruce banner']","['Edward Norton', 'Liv Tyler', 'Tim Roth']"
267935,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","['Adventure', 'Family', 'Fantasy']","['london england', 'england', 'based on novel', 'queen', 'little girl', 'orphan', 'cannibal', 'giant', 'evil brother']","['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']"
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","['Western', 'Drama', 'Adventure', 'Thriller']","['father son relationship', 'rape', 'based on novel', 'mountains', 'winter', 'grizzly bear', 'wilderness', 'frontier', 'revenge', 'murder', 'native american', 'survival', 'bear', 'snow', 'violence', 'animal death', 'bear attack', 'death of son', 'based on true events', 'fur trapper']","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']"
77950,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,"['Animation', 'Family']","['underdog', 'car race', 'dream', 'speed', 'power', 'snail', 'fast', 'friends', 'superpower', 'racer']","['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña']"
44896,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","['Animation', 'Comedy', 'Family', 'Western', 'Adventure']","['sheriff', 'nevada', 'pet', 'rango', 'chameleon', 'las vegas', 'cactus', 'terrarium', 'construction site', 'armadillo', 'disillusionment']","['Johnny Depp', 'Isla Fisher', 'Ned Beatty']"
270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","['Family', 'Animation', 'Adventure', 'Comedy']","['penguin', 'madagascar', '3d']","['Tom McGrath', 'Chris Miller', 'Christopher Knights']"
2503,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.","['Action', 'Drama', 'Mystery', 'Thriller']","['paris', 'corruption', 'madrid', 'assassin', 'based on novel', 'europe', 'prosecution', 'dangerous', 'false identity', 'revelation', 'government', 'weapon', 'interpol', 'sequel', 'conspiracy', 'shootout', 'espionage', 'motorcycle', 'violence', 'foot chase', 'moskow', 'dark past', 'langley virginia', 'flashback', 'chase on the roof', 'security leak']","['Matt Damon', 'Julia Stiles', 'David Strathairn']"
9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","['Adventure', 'Animation', 'Family', 'Comedy']","['china', 'martial arts', 'kung fu', 'mentor', 'snake', 'restaurant', 'shop', 'strong woman', 'bravery', 'tiger', 'turtle', 'panda', 'sensei', 'anthropomorphism', 'fighting', 'ancient china', 'monkey', 'master', 'destiny', 'evil', 'aftercreditsstinger', 'monkey warrior', 'noodle']","['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']"
102899,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","['Science Fiction', 'Action', 'Adventure']","['marvel comic', 'superhero', 'based on comic book', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']","['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly']"
101299,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.","['Adventure', 'Action', 'Science Fiction']","['competition', 'based on novel', 'mentor', 'secret', 'factory', 'television', 'propaganda', 'future', 'dystopia', 'alliance', 'games', 'president', 'uprising', 'sequel', 'murder', 'survival', 'conspiracy', 'rebellion', 'blood', 'female protagonist', 'tournament', 'explosion', 'danger', 'imax', 'winner', 'based on young adult novel']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']"
228161,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.","['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']","['friendship', 'spaceship', 'space', 'alien', 'alien invasion', 'alien friendship', 'awful leader', 'taking resposibility']","['Jim Parsons', 'Rihanna', 'Steve Martin']"
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['Adventure', 'Thriller', 'Science Fiction']","['post traumatic stress  disorder', 'new jersey', 'airplane', 'dystopia', 'daughter', 'apocalypse', 'alien invasion', 'human subjugation']","['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']"
8961,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.","['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['miami', 'ku klux klan', 'cuba', 'undercover', 'mexican standoff', 'ecstasy', 'guantánamo', 'slaughter', 'shootout', 'gunfight', 'bromance', 'gangster', 'violence', 'foot chase', 'interrogation', 'car chase', 'drug lord', 'exploding house', 'narcotics cop', 'illegal drugs', 'dea agent', 'buddy cop', 'criminal underworld', 'action hero', 'haitian gang', 'minefield']","['Martin Lawrence', 'Will Smith', 'Jordi Mollà']"
417859,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']","['adventure', 'fairy-tale figure']","['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']"
27576,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""","['Action', 'Mystery', 'Thriller']","['assassination', 'spy', 'cia', 'kidnapping', 'cold war', 'soviet union', 'double agent', 'race against time', 'revenge', 'on the run', 'shootout', 'espionage', 'female protagonist', 'hitwoman', 'terrorism', 'violence', 'russian spy', 'intelligence officer', 'action heroine']","['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor']"
86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"['Drama', 'Adventure']","['bible', 'god', 'noah', '3d']","['Russell Crowe', 'Jennifer Connelly', 'Emma Watson']"
17578,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.","['Adventure', 'Animation', 'Mystery']","['riddle', 'captain', 'treasure', 'liquor', 'treasure hunt', 'sunken treasure', 'plot', 'reporter', '3d', 'action']","['Jamie Bell', 'Andy Serkis', 'Daniel Craig']"
673,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.","['Adventure', 'Fantasy', 'Family']","['flying', 'traitor', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'griffon', 'black magic', 'time travel', 'best friend', 'werewolf', 'dark', 'muggle', 'aftercreditsstinger']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']"
6972,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",['Drama'],"['missionary', 'world war ii', 'ranch', 'australia', 'british', 'racist', 'cattle drive', 'aftercreditsstinger', 'stampede', 'waltzing matilda', 'trampled to death']","['Nicole Kidman', 'Hugh Jackman', 'Essie Davis']"
82700,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.","['Science Fiction', 'Action', 'Adventure']",['dystopia'],"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']"
10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"['Animation', 'Family']","['cataclysm', 'asteroid', 'leader', 'comet', 'animation', 'prehistoric', 'prehistoric egg', 'dinosaur', 'nesting grounds', 'prehistoric creature', 'prehistoric adventure', 'lemur', 'prehistoric times']","['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']"
181533,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","['Adventure', 'Comedy', 'Fantasy', 'Family']","['night watchman', 'museum', 'natural history', 'history', 'smithsonian']","['Ben Stiller', 'Rami Malek', 'Rebel Wilson']"
38055,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.","['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']","['saving the world', 'date', 'prison', 'secret identity', 'fish', 'gun', 'dna', 'mayor', 'anti hero', 'rain', 'museum', 'one-sided love', 'serum', 'talking animal', 'reporter', 'duringcreditsstinger', 'stronger villain']","['Will Ferrell', 'Brad Pitt', 'Tina Fey']"
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","['Adventure', 'Fantasy', 'Family']","['witch', 'christmas party', 'magic', 'cutting the cord', 'halloween', 'child hero', 'broom', 'chosen one', 'frog', 'fantasy world', 'based on young adult novel']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']"
49524,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,"['Fantasy', 'Action', 'Comedy', 'Crime']","['gold', 'police operation', 'partner', 'revenge', 'undead', 'ghost', 'police department']","['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']"
22,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.","['Adventure', 'Fantasy', 'Action']","['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']"
131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"['Science Fiction', 'Adventure', 'Thriller']","['resistance', 'post-apocalyptic', 'dystopia', 'war', 'sequel', 'female protagonist', 'bow and arrow', 'game', 'future war', 'revolt', 'class prejudice', 'human subjugation', 'based on young adult novel']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']"
591,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.","['Thriller', 'Mystery']","['paris', 'holy grail', 'christianity', 'monk', 'based on novel', 'zurich', 'secret society', 'louvre', 'curator', 'symbologist', 'opus dei', 'heresy', 'mona lisa', 'freemason', 'conspiracy', 'pentagram', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect']","['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']"
172385,Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","['Animation', 'Adventure', 'Comedy', 'Family']","['bird', 'sequel', 'jungle', 'audition', 'amazon rainforest', 'parrots']","['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']"
36658,X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.","['Adventure', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'marvel comic', 'superhero', 'based on comic book', 'superhuman']","['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']"
51497,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.","['Action', 'Thriller', 'Crime']","['brazil', 'fbi', 'freedom', 'escape from prison', 'car crash', 'heist', 'organized crime', 'on the run', 'money', 'fugitive', 'police chase', 'escaped convict', 'car', 'imax', 'automobile racing', 'duringcreditsstinger']","['Vin Diesel', 'Paul Walker', 'Jordana Brewster']"
58574,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","['Adventure', 'Action', 'Crime', 'Mystery']","['detective inspector', 'steampunk', 'criminal mastermind']","['Robert Downey Jr.', 'Jude Law', 'Jared Harris']"
18823,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.","['Adventure', 'Fantasy', 'Action']","['hades', 'mythology', 'greek mythology', 'zeus', 'medusa', 'mythological beast', 'sea monster', 'perseus', 'kraken', 'gods', 'ancient greece', 'based on greek myth', '3d']","['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']"
861,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","['Action', 'Adventure', 'Science Fiction']","['oxygen', 'falsely accused', 'resistance', 'mars', 'double life', 'telepathy', 'mutant', 'hologram', 'space colony', 'false identity', 'secret agent', 'dystopia', 'cyberpunk', 'false memory', 'implanted memory']","['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin']"
1911,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.","['Adventure', 'Fantasy', 'Action']","['witch', 'cave', 'arabian', 'scandinavia', 'bagdad', 'viking', 'iraq', 'war', 'mission']","['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi']"
49040,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.","['Action', 'Thriller']","['assassin', 'wolf', 'maryland', 'suicide by gunshot', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'seoul south korea', 'pharmaceutical lab', 'government conspiracy', 'roof chase', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'lieutenant general']","['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']"
